title,time,init,link,paraContainKeyword
"Chứng khoán sáng 5/4: Thị trường ỉu xìu, thanh khoản sụt giảm",05/04/2018 12:02,Cú lội ngược dòng ngoạn mục của thị trường chứng khoán Mỹ đêm qua lại hầu như không giúp được thị trường Việt Nam hào hứng hơn trong sáng nay...,http://vneconomy.vn/chung-khoan-sang-5-4-thi-truong-iu-xiu-thanh-khoan-sut-giam-20180405120121649.htm,Cơ cấu chỉ số đã phản ánh thực trạng là các blue-chips không  hoàn thành nhiệm vụ nâng đỡ thị trường hôm nay. Chính nhiều cổ phiếu lớn đang tạo  sức ép bất lợi.
"Chứng khoán chiều 5/4: BVH thay SAB, thị trường ""tươi"" hơn",05/04/2018 16:49,"Chiều nay thị trường khởi sắc hơn một chút so với phiên sáng, sau thời gian dài trồi sụt bất ổn...",http://vneconomy.vn/chung-khoan-chieu-5-4-bvh-thay-sab-thi-truong-tuoi-hon-20180405164236202.htm,"Biến động của VN-Index phản ánh chính xác sự trồi sụt thất  thường của các cổ phiếu lớn. Đáng tiếc nhất là những nỗ lực khởi nghĩa của nhóm  ngân hàng chưa thành công. Nhiều mã chiều nay đã có màu xanh trong thời gian ngắn  rồi lại đỏ. Đến cuối giờ duy nhất MBB tăng nhẹ 0,55% và STB tăng 0,64%. VCB  tham chiếu, CTG giảm 0,84%, BID giảm 1,79%, HDB giảm 0,11%, VPB giảm 0,88%..."
"Nhận định chứng khoán ngày 6/4: ""Khả năng vượt mốc 1.200""",05/04/2018 23:20,VnEconomy giới thiệu nhận định và khuyến nghị đầu tư của một số công ty chứng khoán về diễn biến thị trường ngày 6/4/2018...,http://vneconomy.vn/nhan-dinh-chung-khoan-ngay-6-4-kha-nang-vuot-moc-1200-20180405213258557.htm,"""Sự luân phiên tăng điểm giữa các cổ phiếu vốn hóa lớn đang giúp giữ nhịp thị trường. Tuy nhiên, rủi ro không tìm được trụ mới thay thế có thể khiến thị trường sớm rơi vào một nhịp điều chỉnh ngắn""."
Chứng khoán sáng 6/4: 1.200 điểm trong tầm tay,06/04/2018 12:07,"Sau nửa đầu phiên ""bối rối"", thị trường đã cân bằng hơn và duy trì được độ rộng tích cực...",http://vneconomy.vn/chung-khoan-sang-6-4-1200-diem-trong-tam-tay-20180406120452541.htm,"Thực tế điểm số cuối phiên là kết quả của nỗ lực phục hồi  leo dốc trở lại. Đầu phiên VN-Index đã lần thứ 4 vọt qua 1.200 điểm, lên 1.202,59  điểm nhưng rồi lại rơi xuống. Một số cổ phiếu trụ biến động bất ngờ, nhưng hiện  đã cân bằng trở lại."
Em ruột chủ tịch HAGL vừa bị bán giải chấp cổ phiếu HAG,06/04/2018 13:26,Nguyên nhân bán số cổ phiếu nêu trên là do hệ thống Công ty Cổ phần Chứng khoán Tân Việt thực hiện bán giải chấp chứng khoán cầm cố để thu hồi nợ vay...,http://vneconomy.vn/em-ruot-chu-tich-hagl-vua-bi-ban-giai-chap-co-phieu-hag-20180406125700583.htm,"Cụ thể, ông Đoàn Nguyên Thu - em trai của ông Đoàn Nguyên Đức, Chủ tịch HAGL vừa bán 260.000 cổ phiếu HAG phiên ngày 4/4."
Blog chứng khoán: Dòng tiền nguội lạnh,05/04/2018 16:43,Tâm lý được giải tỏa nhưng thị trường vẫn không có dòng tiền mạnh để chớp cơ hội bùng nổ...,http://vneconomy.vn/blog-chung-khoan-dong-tien-nguoi-lanh-20180405163706421.htm,"Điểm tốt là hệ số tăng/giảm trên cổ phiếu rất ổn. Mối quan  tâm đang chuyển sang các cổ phiếu vừa và nhỏ, trong khi blue-chips vẫn bị bán  ra nhiều. Dòng tiền vào blue-chips đang giảm đi rất rõ trong khi tiền vào nhóm  vừa và nhỏ không đủ bù đắp. Vì thế dòng tiền chung của thị trường suy yếu."
"Chứng khoán chiều 6/4: Đột phá ""suýt"" thành công",06/04/2018 17:00,"Cú ""rồ ga"" giây cuối cùng ở ROS vẫn chưa đủ để thúc VN-Index qua được mốc 1.200 điểm. Thế nhưng chỉ số cũng đã là 1199,96 điểm...",http://vneconomy.vn/chung-khoan-chieu-6-4-dot-pha-suyt-thanh-cong-20180406165143692.htm,"Các blue-chips chủ đạo vẫn là tăng so với tham chiếu, nhưng mức  tăng thì phân hóa. Chẳng hạn VIC, HPG, VJC, ROS, GAS là những trụ lớn tăng rất  tốt so với phiên sáng, nhưng VNM, MSN, SAB, MWG, , BVH lại tụt giá đáng kể. Các  cổ phiếu lớn giằng co nhau quyết liệt nên VN-Index không có được động lực mạnh  rõ rệt để bứt phá."
Blog chứng khoán: Tích năng lượng để bứt phá,06/04/2018 17:08,"Cửa tăng đang rất sáng khi thị trường vẫn lầm lũi đi lên, dù chậm, nhưng lại không bị tác động nhiều từ bên ngoài...",http://vneconomy.vn/blog-chung-khoan-tich-nang-luong-de-but-pha-20180406165601957.htm,"Thị trường liên tục chịu những tác động từ bên ngoài, nhưng ảnh  hưởng lại nhạt dần đi. Nội tại của các cổ phiếu trụ bây giờ quan trọng hơn yếu  tố bên ngoài. Nếu các trụ điều chỉnh ổn thì cửa tăng sẽ rất sáng."
Vietcombank có thể không thoái hết vốn tại Eximbank và MB,16/03/2018 08:00,"Vietcombank bắt buộc thoái vốn đầu tư tại Eximbank và MB, nhưng không phải toàn bộ...",http://vneconomy.vn/vietcombank-co-the-khong-thoai-het-von-tai-eximbank-va-mb-20180316013952288.htm,"Đó cũng là hai khoản đầu tư đang có giá trị thị trường lớn gấp nhiều lần so với giá trị đầu tư ban đầu của Vietcombank, đặc biệt tại MB với đà tăng giá cổ phiếu thời gian qua."
"Mỹ áp lệnh trừng phạt, giới tài phiệt Nga ""bốc hơi"" 16 tỷ USD",10/04/2018 12:05,Lệnh trừng phạt mới của Mỹ nhắm vào các tài phiệt Nga đã khiến thị trường chứng khoán nước này chao đảo trong phiên giao dịch đầu tuần...,http://vneconomy.vn/my-ap-lenh-trung-phat-gioi-tai-phiet-nga-boc-hoi-16-ty-usd-20180410102555267.htm,"Ngày 9/4, Vekselberg tuyên bố mua lại 5  triệu cổ phiếu Sulzer từ cổ đông chính là tập đoàn Renova Group nhằm ""giảm thiểu  thiệt hại"" do lệnh trừng phạt của Mỹ. Tính đến chiều cùng ngày, tài sản của ông còn 13,6 tỷ USD, theo Forbes."
Sếp Facebook ra điều trần trước Quốc hội Mỹ về bê bối dữ liệu,10/04/2018 12:16,"Nếu ông Zuckerberg không có những câu trả lời thỏa đáng, Quốc hội Mỹ có thể đưa ra luật mới nhằm siết quản lý Facebook...",http://vneconomy.vn/sep-facebook-ra-dieu-tran-truoc-quoc-hoi-my-ve-be-boi-du-lieu-20180410100810169.htm,"Việc siết chặt quản lý cách Facebook sử dụng dữ liệu người dùng có thể ảnh hưởng đến khả năng thu hút quảng cáo - nguồn thu chính của mạng xã hội này. Giá cổ phiếu Facebook đóng cửa phiên giao dịch ngày thứ Hai với mức tăng 0,5%. Từ mức đỉnh thiết lập vào tháng 1, cổ phiếu Facebook đến nay đã giảm khoảng 17%."
"Bớt lo chiến tranh thương mại, chứng khoán Mỹ tăng liền hai phiên",11/04/2018 09:58,"Bài phát biểu của ông Tập Cận Bình, với lời hứa giảm hàng rào thuế quan, đã giúp thị trường củng cố niềm tin...",http://vneconomy.vn/bot-lo-chien-tranh-thuong-mai-chung-khoan-my-tang-lien-hai-phien-20180411093924133.htm,"Theo hãng tin Reuters, cổ phiếu công nghệ - nhóm có thể chịu tác động mạnh nếu căng thẳng thương mại Mỹ-Trung tiếp tục leo thang - đã trở thành cú huých lớn cho sự tăng điểm của chỉ số S&P 500."
Căng thẳng Trung Đông đẩy giá dầu lên cao nhất từ 2014,11/04/2018 10:17,Những diễn biến đáng ngại ở Syria đẩy giá dầu thế giới tăng mạnh...,http://vneconomy.vn/cang-thang-trung-dong-day-gia-dau-len-cao-nhat-tu-2014-20180411101207292.htm,Dầu thô còn tăng giá sau khi hãng tin Bloomberg đăng một bản tin nói rằng Saudi Arabia đang tìm cách làm cho giá dầu thô Brent tăng lên 80 USD/thùng để hỗ trợ định giá cho tập đoàn dầu lửa quốc gia khổng lồ Aramco trước khi hãng này phát hành cổ phiếu lần đầu ra công chúng (IPO).
"CEO vượt qua phiên điều trần, cổ phiếu Facebook tăng mạnh nhất 2 năm",11/04/2018 14:16,Sự thể hiện của Mark Zuckerberg trong phiên điều trần nhận được sự hoan nghênh lớn từ giới đầu tư...,http://vneconomy.vn/ceo-vuot-qua-phien-dieu-tran-co-phieu-facebook-tang-manh-nhat-2-nam-20180411100651822.htm,"Theo CNBC, đây được xem là tín hiệu cho thấy giới đầu tư tỏ ra lạc quan  với việc Zuckerberg tham gia phiên điều trần đầu tiên ngày hôm qua. Mariann  Montagne – Giám đốc quản lý danh mục đầu tư tại Gradient Investments nhận xét rằng:  ""Zuckerberg mang đến tinh thần hòa giải và cổ phiếu tăng lên nhờ những câu trả  lời của cậu ấy""."
Công ty tài chính của Alibaba có thể được định giá 150 tỷ USD,12/04/2018 00:25,"Năm ngoái, Ant Financial xử lý các giao dịch thanh toán với tổng giá trị hơn 1 nghìn tỷ USD ...",http://vneconomy.vn/cong-ty-tai-chinh-cua-alibaba-co-the-duoc-dinh-gia-150-ty-usd-2018041019040922.htm,"Hồi tháng 2, Alibaba cho biết sẽ mua khoảng 1/3 cổ phần Ant Financial và chấm dứt thỏa thuận chia sẻ lợi nhuận. Thương vụ này dự kiến sẽ được chốt vào nửa sau của năm 2018, được cho là nhằm đảm bảo lợi ích cho Alibaba và các cổ đông khi Ant niêm yết cổ phiếu ra công chúng. "
Căng thẳng Syria kéo chứng khoán Mỹ giảm điểm,12/04/2018 07:54,"Giảm ngay từ đầu phiên từ nỗi lo Syria, chứng khoán Mỹ càng xuống sâu hơn sau khi FED công bố biên bản cuộc họp...",http://vneconomy.vn/cang-thang-syria-keo-chung-khoan-my-giam-diem-20180412065431947.htm,"Căng thẳng ở Syria đã đẩy giá dầu thô tăng mạnh, giúp nhóm cổ phiếu năng lượng tăng 1%. Tuy nhiên, tâm lý tránh rủi ro đã khiến lợi suất trái phiếu kho bạc Mỹ giảm, gây sức ép mất giá lên các cổ phiếu tài chính, khiến nhóm này giảm 1,3%."
Sếp quỹ đầu cơ lớn nhất thế giới lo xảy ra chiến tranh thương mại,12/04/2018 08:45,"Tỷ phú Ray Dalio, nhà sáng lập quỹ đầu cơ Bridgewater Associates, lo ngại về lập trường đối nghịch của ông Trump với Trung Quốc...",http://vneconomy.vn/sep-quy-dau-co-lon-nhat-the-gioi-lo-xay-ra-chien-tranh-thuong-mai-20180411192853312.htm,"Bridgewater Associates là quỹ đầu cơ lớn nhất thế giới, với tổng tài sản là 160 tỷ USD, nắm giữ nhiều khoản đầu tư trong các quỹ giao dịch hoán đổi (ETF) lớn nhất thế giới như The Vanguard FTSE Emerging Markets ETF (VWO), SPDR S&P 500 ETF (SPY) và SPDR Gold Trust. Quỹ này cũng nắm cổ phiếu nhiều công ty lớn như HSBC, Royal Dutch Shell, hay PG&E."
"Thành tỷ phú nhờ mô hình ""tái sinh văn phòng"" rồi cho thuê lại",26/03/2018 08:13,TKP chuyên tìm kiếm các không gian ít được sử dụng rồi biến thành phòng họp và cho thuê lại...,http://vneconomy.vn/thanh-ty-phu-nho-mo-hinh-tai-sinh-van-phong-roi-cho-thue-lai-20180323114824232.htm,"Tài sản của ông Kawano đã tăng vọt lên 1 tỷ USD vào tháng 1/2018 khi cổ  phiếu của TKP trên sàn chứng khoán Tokyo tăng 415% kể từ khi niêm yết lần đầu vào  tháng 3 năm ngoái, theo Bloomberg Billionaires Index. Từ đó đến nay, cổ phiếu  này đã giảm nhẹ, đưa tài sản của ông về mức khoảng 886 triệu USD."
Người giàu nhất hành tinh mất hơn 5 tỷ USD sau 1 ngày,29/03/2018 10:26,Cổ phiếu Amazon sụt mạnh sau tin xấu về việc tổng thống Mỹ sẽ siết quản lý đối với hãng bán lẻ trực tuyến này...,http://vneconomy.vn/nguoi-giau-nhat-hanh-tinh-mat-hon-5-ty-usd-sau-1-ngay-20180329095934404.htm,"Giá cổ phiếu Amazon trong phiên này giảm tới 7,6% sau khi có thông tin Tổng thống Mỹ Donald Trump đang muốn có biện pháp hạn chế đối với hãng bán lẻ trực tuyến này. Cổ phiếu Amazon đóng cửa giảm 4,4%. "
"Chi 110.000 tỷ thâu tóm Sabeco, ThaiBev phàn nàn chưa được cùng điều hành doanh nghiệp",29/03/2018 13:20,"Cho tới nay, Thaibev chưa được trực tiếp tham gia Hội đồng Quản trị Sabeco...",http://vneconomy.vn/chi-110000-ty-thau-tom-sabeco-thaibev-phan-nan-chua-duoc-cung-dieu-hanh-doanh-nghiep-20180329120310575.htm,"Trước đó, Vietnam Beverage (công ty con của Thai Bev) đã chi tới 5 tỷ USD (110.000 tỷ đồng) để sở hữu 343.642.587 cổ phiếu SAB (chiếm 53,6%) vốn Sabeco. "
Startup được định giá hơn 200 triệu USD nhờ buôn đồ xa xỉ đã qua sử dụng,30/03/2018 15:56,"Năm ngoái, công ty này đạt lợi nhuận gần 11 triệu USD trên tổng doanh thu hơn 210 triệu USD. ...",http://vneconomy.vn/startup-duoc-dinh-gia-hon-200-trieu-usd-nho-buon-do-xa-xi-da-qua-su-dung-20180329102600448.htm,"Công ty này đã niêm yết cổ phiếu trên sàn chứng khoán Tokyo vào cuối tuần trước và hiện có vốn hóa khoảng 24,5 tỷ Yên (hơn 220 triệu USD), theo SMBC Nikko Securities."
"Cổ phiếu tăng mạnh, trùm sòng bạc Macau ""bỏ túi"" 12 tỷ USD",29/03/2018 18:08,"Tỷ phú Che-Woo Lui hiện là người giàu thứ 3 tại Hồng Kông và giàu thứ 12 châu Á với tài sản 18,2 tỷ USD...",http://vneconomy.vn/co-phieu-tang-manh-trum-song-bac-macau-bo-tui-12-ty-usd-20180329111844494.htm,"Các nhà phân tích của Union Gaming Securities Asia, Goldman  Sachs Group và Macquarie Bank đều dự báo cổ phiếu Galaxy sẽ sớm vượt kỷ lục, đồng thời cho rằng việc công ty tập trung đầu tư vào thị trường  sòng bạc đại chúng sẽ sớm mang lại thành quả. Hiện đây là một trong 4 cổ phiếu tăng mạnh nhất của chỉ số Hang Seng Hồng Kông."
Nữ tỷ phú Alibaba được điều về lãnh đạo Lazada là ai?,31/03/2018 07:07,"Xuất thân là giáo viên, bà Peng từng giữ vị trí được trả lương 500 Nhân dân tệ một tháng trước khi lên hàng ngũ lãnh đạo Alibaba và trở thành tỷ phú...",http://vneconomy.vn/nu-ty-phu-alibaba-duoc-dieu-ve-lanh-dao-lazada-la-ai-20180330110923173.htm,"Năm 2014, Peng trở thành tỷ phú nhờ số cổ phần sở hữu tại Alibaba khi công ty này niêm yết cổ phiếu lần đầu trên sàn chứng khoán New York. Theo ước tính của Forbes, hiện bà sở hữu tài sản khoảng 1,14 tỷ USD. "
"Nhận định chứng khoán tuần 9-13/4: ""Đang tiến sâu vào vùng 1200 - 1250 điểm""",07/04/2018 18:36,VnEconomy giới thiệu nhận định và khuyến nghị đầu tư của một số công ty chứng khoán về diễn biến thị trường tuần 9-13/4/2018...,http://vneconomy.vn/nhan-dinh-chung-khoan-tuan-9-13-4-dang-tien-sau-vao-vung-1200-1250-diem-20180407130845126.htm,"""Sự luân phiên tăng điểm giữa các cổ phiếu vốn hóa lớn đang giúp giữ nhịp thị trường. Trong tuần tới, dòng tiền dự kiến sẽ phân hóa và tập trung ở nhóm cổ phiếu có thông tin tích cực từ báo cáo kết quả kinh doanh quý 1 và mùa đại hội cổ đông""."
Xử phạt 45 triệu với một cổ đông ADS,08/04/2018 11:45,Ủy ban Chứng khoán công bố xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán đối với bà Bùi Thị Thu Huyền...,http://vneconomy.vn/xu-phat-45-trieu-voi-mot-co-dong-ads-20130206094311974.htm,Lý do là vì bà Huyền đã không báo cáo về việc dự kiến giao dịch là đã mua 1.612.600 cổ phiếu ADS và bán 1.642.200 cổ phiếu ADS từ ngày 1/9/2016 đến ngày 17/4/2017 nhưng không báo cáo về việc dự kiến giao dịch.
Xu thế dòng tiền: Sẵn sàng vượt đỉnh 1200 điểm?,08/04/2018 21:31,"Tuần qua tuy VN-Index chưa thể thật sự vượt mức kháng cự 1200 điểm, nhưng các chuyên gia cho rằng đó không phải là điều khó khăn...",http://vneconomy.vn/xu-the-dong-tien-san-sang-vuot-dinh-1200-diem-20180408201722591.htm,"Các chuyên gia đánh giá cao khả năng thu hút dòng tiền của  các nhóm cổ phiếu có tính dẫn dắt thị trường là ngân hàng, chứng khoán và bất động  sản. Kết quả kinh doanh sẽ là yếu tố hỗ trợ trực tiếp trong những phiên tới. Ngoài  ra, thanh khoản chung trên thị trường cũng đã có sự cải thiện và các chuyên gia  coi đó là dấu hiệu tích cực quan trọng trong ngắn hạn."
"Cổ đông sáng lập đã nâng tỷ lệ nắm giữ tại VietJet lên 7,59%",08/04/2018 23:26,"Sovico đã nâng khối lượng sở hữu từ 20,58 triệu cổ phiếu VJC lên 34,255 triệu cổ phiếu, chính thức thành cổ đông lớn của VietJet...",http://vneconomy.vn/co-dong-sang-lap-da-nang-ty-le-nam-giu-tai-vietjet-len-759-20180407163306329.htm,"Theo đó, Sovico - cổ đông sáng lập của VietJet do bà Nguyễn Thị Phương Thảo - Tổng giám đốc của Vietjet, đồng thời là Chủ tịch Hội đồng Quản trị của Sovico đã mua thành công 13.675.000 cổ phiếu VJC như đã đăng ký, bằng phương thức thỏa thuận. "
"Chứng khoán sáng 9/4: Ngân hàng, chứng khoán giữ lửa VN-Index",09/04/2018 12:04,Nhà đầu tư nước ngoài quay lại mua cực mạnh trên thị trường...,http://vneconomy.vn/chung-khoan-sang-9-4-ngan-hang-chung-khoan-giu-lua-vn-index-20180409115702561.htm,"Sáng nay chỉ có một số cổ phiếu thuộc nhóm chứng khoán và  ngân hàng là khá mạnh. Hiện tượng phân hóa vẫn diễn ra ngay trong nội bộ hai  nhóm này. Chứng khoán có SSI tăng 3,7%, HCM tăng 3,03%, VND tăng 2,61%, MBS  tăng 4,19%... nhưng SHS giảm 0,42%, VDS giảm 1,02%..."
"Blog chứng khoán: Trụ xoay vần, thị trường lầm lũi đi lên",09/04/2018 16:41,Dòng tiền vẫn chủ đạo tập trung ở vài nhóm cổ phiếu lớn đẩy chỉ số lên. Tình trạng này sẽ còn tiếp diễn dài...,http://vneconomy.vn/blog-chung-khoan-tru-xoay-van-thi-truong-lam-lui-di-len-20180409163247624.htm,"Nhóm trụ không tham gia kéo lên thì hãm đà và điều này cũng  đã được dự kiến. Các trụ sẽ luân phiên giúp điểm số lên mà không tạo ra sức  nóng như thường lệ. Bình thường nếu có hàng trăm mã tăng ào ạt, hàng đầu cơ trần  cả dàn thì cảm nhận sức nóng sẽ khác. Với sự luân phiên từ trụ, giá cổ phiếu sẽ  tăng rất ít nhưng vẫn giúp chỉ số đi lên."
Chứng khoán chiều 9/4: Vượt đỉnh 1200,09/04/2018 16:50,"Đa số blue-chips chiều nay lại không tăng thêm so với phiên sáng, nhưng các mã có ảnh hưởng nhất lại mạnh lên đáng kể. Chừng đó là đủ cho VN-Index ""trèo""qua 1200 điểm...",http://vneconomy.vn/chung-khoan-chieu-9-4-vuot-dinh-1200-20180409164745467.htm,"VN30-Index lúc đóng cửa có một nhịp rơi khá mạnh, là do một  số cổ phiếu lớn bất ngờ yếu đi trước lực bán xuất hiện cuối phiên. Chỉ số này  đóng cửa tăng 0,28%, yếu hơn khá nhiều đỉnh tăng 0,61% ngay trước khi đóng cửa."
"Nhận định chứng khoán ngày 10/4: ""Mục tiêu gần nhất là 1.210""",09/04/2018 21:20,VnEconomy giới thiệu nhận định và khuyến nghị đầu tư của một số công ty chứng khoán về diễn biến thị trường ngày 10/4/2018...,http://vneconomy.vn/nhan-dinh-chung-khoan-ngay-10-4-muc-tieu-gan-nhat-la-1210-20180409202356465.htm,"""Sự luân phiên tăng điểm giữa các cổ phiếu vốn hóa lớn đang giúp giữ nhịp thị trường. Dòng tiền dự kiến sẽ tiếp tục phân hóa và tập trung ở nhóm cổ phiếu có thông tin tích cực từ báo cáo kết quả kinh doanh quý 1 và mùa đại hội cổ đông""."
Chứng khoán Mỹ “phập phồng” theo nỗi lo chiến tranh thương mại,10/04/2018 08:09,Các chỉ số chính của thị trường chứng khoán Mỹ tăng điểm trong phiên giao dịch ngày thứ Hai...,http://vneconomy.vn/chung-khoan-my-phap-phong-theo-noi-lo-chien-tranh-thuong-mai-20180410064246537.htm,"Theo hãng tin Reuters, cổ phiếu công nghệ và y tế là hai nhóm tăng điểm mạnh nhất trong chỉ số S&P 500. Cổ phiếu y tế Merck dẫn đầu những cổ phiếu tăng điểm trong chỉ số Dow Jones, trong khi cổ phiếu công nghệ Apple là ""đầu tàu"" cho sự đi lên của chỉ số Nasdaq."
Chứng khoán sáng 10/4: Rung lắc đột ngột,10/04/2018 12:02,Nhà đầu tư nước ngoài đang mua ròng hỗ trợ thị trường...,http://vneconomy.vn/chung-khoan-sang-10-4-rung-lac-dot-ngot-20180410120104362.htm,"HSX chốt phiên sáng chỉ có 74 mã tăng/192 mã giảm, còn tệ  hơn cả trong phiên giao dịch. Như vậy có nhiều cổ phiếu trong đợt rung lắc mạnh  giữa phiên đã quay đầu giảm giá, số tham chiếu cũng giảm nhưng lại không phục hồi  được về cuối phiên."
