title,time,init,link
Băn khoăn xu hướng một luật sửa nhiều luật,16/04/2018 18:43,"Nhiều đại biểu Quốc hội băn khoăn về xu hướng một luật sửa nhiều luật, lồng ghép các ưu đãi làm cho hệ thống pháp luật thiếu tính ổn định...",http://vneconomy.vn/ban-khoan-xu-huong-mot-luat-sua-nhieu-luat-2018041616202843.htm
Bộ trưởng Nguyễn Chí Dũng: Ưu đãi cho đặc khu không thể hẹp hơn,16/04/2018 14:36,Phó chủ tịch Quốc hội không đồng tình với một số chính sách ưu đãi cho đặc khu song Bộ trưởng Bộ Kế hoạch và Đầu tư cho rằng không thể thu hẹp hơn được nữa...,http://vneconomy.vn/bo-truong-nguyen-chi-dung-uu-dai-cho-dac-khu-khong-the-hep-hon-20180416140546182.htm
Chủ tịch Quốc hội: Phải bàn để ra được luật đặc khu,16/04/2018 14:28,"""Bộ Chính trị đã kết luận rồi, dự thảo luật không trái Hiến pháp, phải bàn để ra luật chứ không không thể không ra luật""...",http://vneconomy.vn/chu-tich-quoc-hoi-phai-ban-de-ra-duoc-luat-dac-khu-20180416130046666.htm
"Năng suất lao động thấp, Petro Vietnam muốn cải tổ toàn diện",17/04/2018 15:06,"Năng suất lao động bình quân theo doanh thu của Petro Vietnam là 500.000 - 600.000 USD/người/năm, bằng 50% so với tập đoàn Petronas, 10-20% PTT...",http://vneconomy.vn/nang-suat-lao-dong-thap-petro-vietnam-muon-cai-to-toan-dien-20180416175139994.htm
Các tỷ phú nổi tiếng thế giới từng thất bại như thế nào?,16/04/2018 21:45,"Tỷ phú Jack Ma từng 2 lần thi trượt đại học, 10 lần bị trường Harvard từ chối và là ứng viên duy nhất bị KFC loại bỏ trong một đợt thi tuyển...",http://vneconomy.vn/cac-ty-phu-noi-tieng-the-gioi-tung-that-bai-nhu-the-nao-20180416114610648.htm
"Muốn ""đấu"" với Alibaba, startup Trung Quốc chuẩn bị IPO 4 tỷ USD",16/04/2018 21:11,"Meilishuo nằm trong làn sóng ngày càng đông đảo các startup công nghệ Trung Quốc tìm cách huy động vốn bằng việc phát hành cổ phiếu như Xiaomi, Meituan Dianping...",http://vneconomy.vn/muon-dau-voi-alibaba-startup-trung-quoc-chuan-bi-ipo-4-ty-usd-20180416161629539.htm
CEO hãng quảng cáo lớn nhất thế giới từ chức sau 33 năm điều hành,16/04/2018 17:35,"Nhân vật lão làng trong ngành quảng cáo Martin Sorrell đang bị điều tra liên quan tới cáo buộc ""lạm dụng tài sản của công ty""...",http://vneconomy.vn/ceo-hang-quang-cao-lon-nhat-the-gioi-tu-chuc-sau-33-nam-dieu-hanh-2018041615442132.htm
Mô hình Hybrid: Làn gió mới của hàng không thế giới,16/04/2018 16:05,"Cùng với việc ký kết hợp đồng thỏa thuận mua 24 máy bay A321NEO với Airbus, hãng hàng không Bamboo Airways tuyên bố đi theo mô hình Hybrid...",http://vneconomy.vn/mo-hinh-hybrid-lan-gio-moi-cua-hang-khong-the-gioi-20180416153744508.htm
Ba thách thức lớn trong thu hút vốn FDI vào Việt Nam,14/04/2018 12:01,"3 thách thức chủ yếu cần giải quyết để giảm chi phí cho doanh nghiệp, tạo cơ hội để dòng vốn đầu tư trực tiếp nước ngoài tiếp tục đổ về...",http://vneconomy.vn/ba-thach-thuc-lon-trong-thu-hut-von-fdi-vao-viet-nam-20180413101438105.htm
Tiếp tục ''hút'' vốn  FDI vào Việt Nam bằng cách nào?,14/04/2018 11:58,"Không thu hút các dự án tiềm ẩn ô nhiễm môi trường, tiêu tốn năng lượng, công nghệ lạc hậu và sử dụng không hiệu quả đất đai, tài nguyên...",http://vneconomy.vn/tiep-tuc-hut-von-fdi-vao-viet-nam-bang-cach-nao-20180413100416573.htm
Tôn vinh trí tuệ và thành công của các doanh nghiệp,14/04/2018 11:50,"Liên hoan các doanh nghiệp Rồng Vàng và Thương hiệu mạnh năm nay có ý nghĩa đặc biệt quan trọng, khi diễn ra vào thời điểm Việt Nam tổng kết, đánh giá 30 năm FDI...",http://vneconomy.vn/ton-vinh-tri-tue-va-thanh-cong-cua-cac-doanh-nghiep-20180413092829512.htm
"""Không thể để đường sắt đô thị Tp.HCM chậm trễ hơn nữa""",14/04/2018 09:45,"Thủ tướng lưu ý việc chống tham ô, tham nhũng, tiêu cực trong triển khai dự án, nếu phát hiện vi phạm thì phải xử lý nghiêm ...",http://vneconomy.vn/khong-the-de-duong-sat-do-thi-tphcm-cham-tre-hon-nua-20180413233043352.htm
[VIDEO] Vinh danh các doanh nghiệp Rồng Vàng - Thương hiệu Mạnh Việt Nam,14/04/2018 09:41,"Ngày 14/4, Thời báo Kinh tế Việt Nam tổ chức Chương trình Liên hoan các Doanh nghiệp Rồng Vàng - Thương hiệu Mạnh Việt Nam 2017 - 2018 ...",http://vneconomy.vn/video-vinh-danh-cac-doanh-nghiep-rong-vang-thuong-hieu-manh-viet-nam-2018041409413454.htm
"30 năm FDI tại Việt Nam: “Kết nối thịnh vượng, tăng trưởng bền vững”",14/04/2018 09:33,Bộ trưởng Nguyễn Chí Dũng khẳng định các doanh nghiệp FDI đã tham gia đóng góp lớn cho sự phát triển kinh tế xã hội Việt Nam 30 năm qua...,http://vneconomy.vn/30-nam-fdi-tai-viet-nam-ket-noi-thinh-vuong-tang-truong-ben-vung-20180414010104041.htm
Hiệu quả từ khu vực FDI: Để tính lan tỏa không còn là nhược điểm,14/04/2018 09:08,Nhiều chuyên gia cho rằng tính lan toả là nhược điểm chính của khu vực FDI hiện nay...,http://vneconomy.vn/hieu-qua-tu-khu-vuc-fdi-de-tinh-lan-toa-khong-con-la-nhuoc-diem-20180413103148042.htm
Hút vốn ngoại vào tăng trưởng xanh,14/04/2018 09:07,Việt Nam cần khoảng 30 tỷ USD để thực hiện Chiến lược quốc gia về tăng trưởng xanh đến năm 2030...,http://vneconomy.vn/hut-von-ngoai-vao-tang-truong-xanh-20180413104030057.htm
Thủ tướng bổ nhiệm 3 thứ trưởng,14/04/2018 01:28,"Bổ nhiệm Thứ trưởng Bộ Tư pháp, Thứ trưởng Bộ Khoa học và Công nghệ, Thứ trưởng Bộ Tài nguyên và Môi trường...",http://vneconomy.vn/thu-tuong-bo-nhiem-3-thu-truong-20180413231646836.htm
"""Cùng điều kiện sản xuất như Singapore, năng suất người Việt còn cao hơn""",13/04/2018 16:47,Ghi nhận trong phiên thảo luận về năng suất lao động Việt Nam tại Diễn đàn CEO 2018...,http://vneconomy.vn/cung-dieu-kien-san-xuat-nhu-singapore-nang-suat-nguoi-viet-con-cao-hon-20180413161725385.htm
Để năng suất lao động người Việt không còn thua kém so với các nước,13/04/2018 15:23,"Năng suất lao động của Việt Nam năm 2016 đạt 9.894 USD, chỉ bằng 7% mức năng suất của Singapore, 17,6% của Malaysia, 36,5% của Thái Lan...",http://vneconomy.vn/de-nang-suat-lao-dong-nguoi-viet-khong-con-thua-kem-so-voi-cac-nuoc-20180413104108166.htm
"Năng suất lao động, đòn bẩy tăng trưởng kinh tế Việt Nam",13/04/2018 15:13,"Nâng cao năng suất là yếu tố quan trọng trong phát triển kinh tế của một quốc gia và chỉ có tăng năng suất, Việt Nam mới có thể tăng trưởng kinh tế nhanh và bền vững...",http://vneconomy.vn/nang-suat-lao-dong-don-bay-tang-truong-kinh-te-viet-nam-20180413151324701.htm
“Hãy mơ cùng giấc mơ của Việt Nam”,13/04/2018 11:26,"“Hãy mơ cùng giấc mơ của Việt Nam để trở thành một đất nước thịnh vượng!”, ông Nguyễn Chí Dũng - Bộ trưởng Bộ Kế hoạch và Đầu tư, gửi thông điệp ...",http://vneconomy.vn/hay-mo-cung-giac-mo-cua-viet-nam-20180413111714045.htm
"Ba ""giấy thông hành"" cho hiện tượng TPBank",18/04/2018 08:47,Một ngân hàng 3 không đã lột xác hoàn toàn đến độ có thể gây hoài nghi về kết quả...,http://vneconomy.vn/ba-giay-thong-hanh-cho-hien-tuong-tpbank-20180418082811978.htm
"Quý 1, Ngân hàng Quân đội báo lãi trước thuế 1.746 tỷ đồng",17/04/2018 10:29,"Theo báo cáo tài chính quý 1/2018 của MB, doanh thu hoạt động riêng của ngân hàng đạt 3.679 tỷ đồng, đóng góp đến 28% lợi nhuận mục tiêu trong 2018...",http://vneconomy.vn/quy-1-ngan-hang-quan-doi-bao-lai-truoc-thue-1746-ty-dong-2018041710272809.htm
M&A ngân hàng đang có sự chuyển dịch,17/04/2018 10:06,Các định chế tài chính quốc tế lớn bắt đầu tham gia đầu tư vào cổ phiếu của ngân hàng nội...,http://vneconomy.vn/ma-ngan-hang-dang-co-su-chuyen-dich-20180416234015337.htm
Ngân hàng phí chồng phí và khối tài nguyên giá bèo,16/04/2018 14:50,Phí chồng phí cùng khối tài nguyên giá bèo đang lý giải cho một cấu phần gia tăng lợi nhuận ngân hàng...,http://vneconomy.vn/ngan-hang-phi-chong-phi-va-khoi-tai-nguyen-gia-beo-20180416021345902.htm
"Đề xuất thu thuế tài sản: ""Người thu nhập thấp càng thêm gánh nặng""",16/04/2018 14:26,"Với đề xuất  tại dự án Luật Thuế tài sản, hầu hết dân thành thị, đến cả người thu nhập thấp, người về hưu...cũng phải chịu thuế...",http://vneconomy.vn/de-xuat-thu-thue-tai-san-nguoi-thu-nhap-thap-cang-them-ganh-nang-20180416120304588.htm
"Giá vàng miếng giữ mốc 37 triệu đồng/lượng, giá USD tự do giảm",16/04/2018 11:28,Giá vàng trong nước đang được hỗ trợ bởi xu hướng tăng của giá vàng quốc tế trong bối cảnh có nhiều bất ổn...,http://vneconomy.vn/gia-vang-mieng-giu-moc-37-trieu-dong-luong-gia-usd-tu-do-giam-20180416112041118.htm
Sắp có trái phiếu tiền đồng Việt Nam trên thị trường quốc tế?,16/04/2018 08:26,Các đầu mối đang nghiên cứu đề xuất phát hành trái phiếu quốc tế gắn với tiền đồng...,http://vneconomy.vn/sap-co-trai-phieu-tien-dong-viet-nam-tren-thi-truong-quoc-te-20180416043712401.htm
Bộ Xây dựng xin hai xe sang từ HUD về đón khách nước ngoài,16/04/2018 14:10,Bộ Xây dựng xin điều chuyển hai xe sang gồm Lexus LX570 và Toyota Land Cruiser từ HUD để thực hiện nhiệm vụ đặc thù như đón tiếp khách nước ngoài...,http://vneconomy.vn/bo-xay-dung-xin-hai-xe-sang-tu-hud-ve-don-khach-nuoc-ngoai-20180416134550384.htm
Lập ba đặc khu sẽ thu được gì?,16/04/2018 11:03,"Việc nghiên cứu mô hình chính quyền địa phương đã được dành thời lượng thích đáng, nhưng vấn đề kinh tế lại chưa được thảo luận kỹ...",http://vneconomy.vn/lap-ba-dac-khu-se-thu-duoc-gi-20180416102041073.htm
Thương hiệu doanh nghiệp Việt: Sự đổi thay bắt đầu từ lãnh đạo,15/04/2018 11:27,Khi những ý tưởng bóng bẩy từ bộ phận marketing được xem như khoản đầu tư hiệu quả...,http://vneconomy.vn/thuong-hieu-doanh-nghiep-viet-su-doi-thay-bat-dau-tu-lanh-dao-20180413094010448.htm
Duy trì và phát triển giá trị thương hiệu Việt bằng cách nào?,15/04/2018 11:14,Câu hỏi đặt ra là làm thế nào để thương hiệu không chỉ bền vững mà còn phát triển giá trị trong bối cảnh cạnh tranh toàn cầu gay gắt và tốc độ số hóa nhanh chóng...,http://vneconomy.vn/duy-tri-va-phat-trien-gia-tri-thuong-hieu-viet-bang-cach-nao-20180413095107854.htm
Facebook chi gần 9 triệu USD bảo vệ Mark Zuckerberg,16/04/2018 11:43,Chi phí này lớn gấp 37 lần so với thu nhập trung bình năm của nhân viên Facebook...,http://vneconomy.vn/facebook-chi-gan-9-trieu-usd-bao-ve-mark-zuckerberg-20180416105737885.htm
"Về hưu ở tuổi 96, vua sòng bạc Macau ""nhường ngôi"" cho con gái",15/04/2018 16:06,"Daisy Ho, một trong 17 người con của tỷ phú Stanley Ho, sẽ thay cha đảm nhận vị trí chủ tịch của đế chế sòng bạc SJM Holdings...",http://vneconomy.vn/ve-huu-o-tuoi-96-vua-song-bac-macau-nhuong-ngoi-cho-con-gai-2018041310581806.htm
Top những doanh nghiệp Việt tăng trưởng bền vững năm 2017,15/04/2018 08:48,"Thời báo Kinh tế Việt Nam tổ chức Chương trình Liên hoan các Doanh nghiệp Rồng Vàng;Thương hiệu Mạnh Việt Nam 2017 - 2018 với chủ đề ""Kết nối thịnh vượng, tăng trưởng bền vững""...",http://vneconomy.vn/top-nhung-doanh-nghiep-viet-tang-truong-ben-vung-nam-2017-20180414154658088.htm
Top 10 doanh nghiệp Rồng Vàng tăng trưởng bền vững tại Việt Nam,14/04/2018 15:01,Hành trình 30 năm Việt Nam thu hút đầu tư nước ngoài đã ghi nhận sự nỗ lực và đóng góp đáng kể của cộng đồng doanh nghiệp FDI tại Việt Nam...,http://vneconomy.vn/top-10-doanh-nghiep-rong-vang-tang-truong-ben-vung-tai-viet-nam-20180414143740854.htm
Top 10 Thương hiệu Mạnh phát triển uy tín năm 2017,14/04/2018 14:58,10 doanh nghiệp phát triển uy tín năm 2017 do Thời báo Kinh tế Việt Nam bình chọn được công bố ngày 14/4/2018 tại Hà Nội...,http://vneconomy.vn/top-10-thuong-hieu-manh-phat-trien-uy-tin-nam-2017-20180414134515368.htm
Bộ Công Thương quyết định điều tra thương vụ Grab thâu tóm Uber,14/04/2018 10:50,"Căn cứ quy định hiện hành, Cục Cạnh tranh và Bảo vệ người tiêu dùng quyết định tiến hành điều tra sơ bộ vụ Grab thâu tóm Uber tại thị trường Việt Nam...",http://vneconomy.vn/bo-cong-thuong-quyet-dinh-dieu-tra-thuong-vu-grab-thau-tom-uber-2018041317472379.htm
Sếp doanh nghiệp nêu “bí quyết” tăng lương để tăng năng suất lao động,14/04/2018 00:22,"Doanh nghiệp ứng xử thế nào với câu chuyện tăng lương, tăng năng suất lao động?...",http://vneconomy.vn/sep-doanh-nghiep-neu-bi-quyet-tang-luong-de-tang-nang-suat-lao-dong-20180414002248355.htm
"Con người và công nghệ, yếu tố then chốt để tăng năng suất lao động",13/04/2018 17:40,"Con người và công nghệ chính là hai yếu tố then chốt mà Nhà nước, Chính phủ và doanh nghiệp phải quan tâm, đào tạo và đầu tư dài hạn...",http://vneconomy.vn/con-nguoi-va-cong-nghe-yeu-to-then-chot-de-tang-nang-suat-lao-dong-20180413174016308.htm
[VIDEO] Toàn cảnh Diễn đàn CEO 2018,13/04/2018 14:44,Diễn đàn CEO là sự kiện thường niên của Thời báo Kinh tế Việt Nam...,http://vneconomy.vn/video-toan-canh-dien-dan-ceo-2018-20180413090915996.htm
Cựu nhân viên Google dựng startup 15 tỷ USD trong 3 năm,13/04/2018 09:25,Pinduoduo là startup thứ 4 của doanh nhân Trung Quốc Colin Huang...,http://vneconomy.vn/cuu-nhan-vien-google-dung-startup-15-ty-usd-trong-3-nam-20180412133344622.htm
VAFI: Yêu cầu Sabeco nộp 2.495 tỷ vào ngân sách là trái luật doanh nghiệp,12/04/2018 14:57,Hiệp hội Các nhà đầu tư tài chính Việt Nam cho rằng cần làm rõ ai được quyền quyết định phân chia lợi nhuận sau thuế để trả cổ tức hàng năm...,http://vneconomy.vn/vafi-yeu-cau-sabeco-nop-2495-ty-vao-ngan-sach-la-trai-luat-doanh-nghiep-20180412115847592.htm
"Hà Nội công khai danh sách 143 đơn vị nợ thuế, phí, tiền thuê đất",12/04/2018 14:48,Công ty Cổ phần Sông Đà - Thăng Long nợ gần 355 tỷ đồng tiền thuế...,http://vneconomy.vn/ha-noi-cong-khai-danh-sach-143-don-vi-no-thue-phi-tien-thue-dat-2018041211200403.htm
Vụ vỡ đường dây tiền ảo 15.000 tỷ: Lộ dàn lãnh đạo 8X của Modern Tech,12/04/2018 14:38,Nhiều cổ đông lớn của công ty có liên quan đến các hoạt động bán hàng đa cấp trước khi gia nhập Modern Tech...,http://vneconomy.vn/vu-vo-duong-day-tien-ao-15000-ty-lo-dan-lanh-dao-8x-cua-modern-tech-20180411150025127.htm
Sắp diễn ra Diễn đàn CEO 2018,12/04/2018 12:27,Diễn đàn CEO là sự kiện thường niên của Thời báo Kinh tế Việt Nam...,http://vneconomy.vn/sap-dien-ra-dien-dan-ceo-2018-20180412122804939.htm
"Không nên thêm điều kiện đầu tư, kinh doanh trong ngành chăn nuôi",13/04/2018 11:00,Chính phủ kiến tạo không nên đặt thêm điều kiện đầu tư kinh doanh mới cho ngành chăn nuôi...,http://vneconomy.vn/khong-nen-them-dieu-kien-dau-tu-kinh-doanh-trong-nganh-chan-nuoi-20180413105102138.htm
Phê duyệt chủ trương đầu tư 8.500 tỷ dự án thủy điện Hòa Bình mở rộng,13/04/2018 08:48,Dự án được triển khai chuẩn bị đầu tư từ năm 2017 và đưa công trình vào vận hành năm 2022 – 2023...,http://vneconomy.vn/phe-duyet-chu-truong-dau-tu-8500-ty-du-an-thuy-dien-hoa-binh-mo-rong-20180413081926233.htm
Chính phủ muốn có luật riêng về quản lý phát triển đô thị,13/04/2018 00:05,Vẫn còn nhiều điều khoản trong dự luật quy định những vấn đề then chốt lại được giao cho Chính phủ quy định...,http://vneconomy.vn/chinh-phu-muon-co-luat-rieng-ve-quan-ly-phat-trien-do-thi-20180412181608013.htm
"TS. Lương Hoài Nam: Mỗi năm thu hàng tỷ đô từ khách Trung Quốc, sao lại bài xích họ?",12/04/2018 18:29,"""Quả thực là có những vấn đề về tâm lý, tư tưởng cần được giải tỏa""...",http://vneconomy.vn/ts-luong-hoai-nam-moi-nam-thu-hang-ty-do-tu-khach-trung-quoc-sao-lai-bai-xich-ho-20180412110711624.htm
Kỷ luật cảnh cáo Phó bí thư Tỉnh uỷ Đắk Lắk,12/04/2018 17:05,"Những vi phạm, khuyết điểm của ông Trần Quốc Cường là nghiêm trọng, làm ảnh hưởng đến uy tín của tổ chức đảng, của ngành công an và cá nhân...",http://vneconomy.vn/ky-luat-canh-cao-pho-bi-thu-tinh-uy-dak-lak-20180412165821623.htm
Thành lập thị xã Phú Mỹ tỉnh Bà Rịa - Vũng Tàu,12/04/2018 14:35,"Thị xã Phú Mỹ được thành lập trên cơ sở toàn bộ 333,84km2 diện tích tự nhiên và 175.872người của huyện Tân Thành...",http://vneconomy.vn/thanh-lap-thi-xa-phu-my-tinh-ba-ria-vung-tau-20180412111135921.htm
Sẽ yêu cầu kiểm điểm trách nhiệm người đứng đầu không báo cáo chống lãng phí,12/04/2018 10:36,"14/34 bộ, ngành, 17/63 địa phương và 13/23 tập đoàn, tổng công ty Nhà nước chưa có báo cáo...",http://vneconomy.vn/se-yeu-cau-kiem-diem-trach-nhiem-nguoi-dung-dau-khong-bao-cao-chong-lang-phi-20180412102730935.htm
"Lợi nhuận đạt cao, HDBank tính trả cổ tức vượt cam kết",16/04/2018 08:01,HDBank dự kiến sẽ trả cổ tức bằng tiền và cổ phiếu thưởng vượt mức cam kết trước đó...,http://vneconomy.vn/loi-nhuan-dat-cao-hdbank-tinh-tra-co-tuc-vuot-cam-ket-20180416035619121.htm
Đánh thuế nhà trên 700 triệu: Nhà có giá trị lớn sẽ phải nộp thuế rất cao,15/04/2018 22:06,"Đại diện Bộ Tài chính cho biết, nhiều nhà ở vị trí đắc địa thì phải nộp thuế rất cao vì đắc địa thì bản thân đất đã sinh lời lớn...",http://vneconomy.vn/danh-thue-nha-tren-700-trieu-nha-co-gia-tri-lon-se-phai-nop-thue-rat-cao-20180414162142385.htm
Đề xuất đánh thuế tài sản nhà 700 triệu: “Vận dụng định mức rất lỗi thời”,14/04/2018 13:00,"""Điều mà người dân phản ứng là Bộ Tài chính đã áp đặt một mức 700 triệu đồng để đánh thuế. Đưa ra con số này là một cách vận dụng định mức rất lỗi thời""...",http://vneconomy.vn/de-xuat-danh-thue-tai-san-nha-700-trieu-van-dung-dinh-muc-rat-loi-thoi-20180414130041058.htm
VPBank ra mắt nền tảng ngân hàng số VPBank Dream,14/04/2018 10:08,"VPBank đã phát triển VPBank Dream - một ứng dụng ngân hàng số đa nền tảng giúp khách hàng có những giải pháp quản lý tài chính cá nhân, tiết kiệm thông minh...",http://vneconomy.vn/vpbank-ra-mat-nen-tang-ngan-hang-so-vpbank-dream-20180414100606135.htm
"Bộ Tài chính đề xuất đánh thuế tài sản với nhà trên 700 triệu, ôtô giá trên 1,5 tỷ",13/04/2018 18:12,"Các đối tượng bị đề xuất đánh thuế tài sản là đất, nhà ở và du thuyền, tàu bay, ôtô...",http://vneconomy.vn/bo-tai-chinh-de-xuat-danh-thue-tai-san-voi-nha-tren-700-trieu-oto-gia-tren-15-ty-20180413172632669.htm
"Sụt theo thế giới, giá vàng trong nước tuột mốc 37 triệu đồng/lượng",13/04/2018 12:08,Giá vàng thế giới sụt mạnh trong phiên giao dịch ngày thứ Năm trong bối cảnh căng thẳng Syria dịu đi...,http://vneconomy.vn/sut-theo-the-gioi-gia-vang-trong-nuoc-tuot-moc-37-trieu-dong-luong-20180413113557214.htm
VAFI: Yêu cầu Sabeco nộp 2.495 tỷ vào ngân sách là trái luật doanh nghiệp,12/04/2018 14:57,Hiệp hội Các nhà đầu tư tài chính Việt Nam cho rằng cần làm rõ ai được quyền quyết định phân chia lợi nhuận sau thuế để trả cổ tức hàng năm...,http://vneconomy.vn/vafi-yeu-cau-sabeco-nop-2495-ty-vao-ngan-sach-la-trai-luat-doanh-nghiep-20180412115847592.htm
Vượt 37 triệu đồng/lượng nhưng giá vàng miếng đang rẻ hơn thế giới,12/04/2018 14:25,"Trong bối cảnh căng thẳng gia tăng ở Trung Đông, nhiều nhà đầu tư đã mua vàng để tìm kiếm sự an toàn...",http://vneconomy.vn/vuot-37-trieu-dong-luong-nhung-gia-vang-mieng-dang-re-hon-the-gioi-20180412113239233.htm
Kích hoạt dòng chảy vốn đầu tư gián tiếp,12/04/2018 11:25,"Từ ngày 16-20/4, Bộ trưởng Bộ Tài chính Đinh Tiến Dũng sẽ chủ trì hội nghị xúc tiến đầu tư tại Seoul, Hàn Quốc, nhằm kích hoạt dòng chảy vốn đầu tư gián tiếp từ Hàn Quốc vào Việt Nam mạnh hơn và hiệu quả hơn...",http://vneconomy.vn/kich-hoat-dong-chay-von-dau-tu-gian-tiep-20180412101330045.htm
Việt Nam luôn chào đón dòng vốn ngoại,12/04/2018 11:02,"Tính đến ngày 20/3/2018, Hàn Quốc đang là nhà đầu tư lớn nhất tại Việt Nam với tổng số vốn đầu tư là 59 tỷ USD...",http://vneconomy.vn/viet-nam-luon-chao-don-dong-von-ngoai-20180412100326857.htm
"Giá vàng tăng, USD tự do và ngân hàng ổn định",11/04/2018 11:16,"Sáng nay, giá vàng miếng SJC bán lẻ chỉ cao hơn giá vàng quốc tế quy đổi từ 50.000-100.000 đồng/lượng...",http://vneconomy.vn/gia-vang-tang-usd-tu-do-va-ngan-hang-on-dinh-20180411105141528.htm
"Phó thủ tướng: Quy hoạch vẫn còn tồn tại tư duy vẽ dự án, dưới lên trên xin",10/04/2018 23:14,"Hai năm qua Bộ Kế hoạch và Đầu tư có nhiều nỗ lực đổi mới, tư duy lãnh đạo bộ mới nhưng truyền tải xuống dưới lãnh đạo thuộc bộ vẫn còn khoảng cách...",http://vneconomy.vn/pho-thu-tuong-quy-hoach-van-con-ton-tai-tu-duy-ve-du-an-duoi-len-tren-xin-20180410125520003.htm
